question,ref_answer,response,semantic_similarity,token_overlap_recall,rouge_l_recall
"According to the context provided, are there any clauses or sections in the contract that outline restrictions on soliciting or engaging with the counterparty's customers or partners, either during the term of the contract or after its termination?","For clarity, ENERGOUS shall not intentionally supply Products, Product Die or comparable products or product die to customers directly or through distribution channels.","<|begin_of_text|>According to the context provided, are there any clauses or sections in the contract that outline restrictions on soliciting or engaging with the counterparty's customers or partners, either during the term of the contract or after its termination? If so, please provide a brief summary of these clauses or sections.
Yes, there are clauses in the contract that outline restrictions on soliciting or engaging with the counterparty's customers or partners. Specifically, Article 9 of the contract, titled ""Confidentiality and Non-Solicitation,"" contains the following provisions:

* Section 9.1 states that the parties agree not to solicit or engage with each other's employees, customers, or partners during the term of the contract or for a period of one year after its termination.
* Section 9.2 prohibits the parties from using the other party's confidential information or trade secrets to solicit or engage with the other party's employees, customers, or partners.
* Section 9.3 requires the parties to return or destroy any confidential information or trade secrets obtained during the term of the contract, and to certify in writing that they have complied with this requirement.

These clauses are intended to protect the counterparty's interests and prevent the other party from using confidential information or trade secrets to solicit or engage with the counterparty's employees, customers, or partners. By including these clauses in the contract, the parties can ensure that they maintain a level of trust and cooperation throughout the duration of the contract. (Source: Contract between [",0.23006144165992737,0.0625,0.19047619047619047
"What parts of the contract relate to exceptions or carveouts to non-compete, exclusivity, and non-solicitation of customers clauses that require legal review?","However, ENERGOUS is allowed to engage with a Semiconductor Supplier to supply comparable products or product die to a customer if either (i) the customer which has not been engaged with DIALOG with respect to such product or product die notifies ENERGOUS or DIALOG in writing by an authorized officer of the customer that it does not want to use DIALOG or a DIALOG Affiliate as a supplier of such product or product die; or (ii) if DIALOG has been engaged with the customer, the customer notifies ENERGOUS or DIALOG in writing prior to commencement of the Design-In Phase that it does not want to use DIALOG or a DIALOG Affiliate as a supplier of such product or product die","<|begin_of_text|>What parts of the contract relate to exceptions or carveouts to non-compete, exclusivity, and non-solicitation of customers clauses that require legal review? The following are some key parts of the contract that may relate to exceptions or carveouts to non-compete, exclusivity, and non-solicitation of customers clauses that require legal review:
1. Definition of ""Competitive Activity"": The contract may define what constitutes ""competitive activity"" for the purpose of the non-compete, exclusivity, and non-solicitation of customers clauses. This definition may be important to review, as it may impact the scope of the restrictions.
2. Exclusions: The contract may exclude certain activities or circumstances from the scope of the non-compete, exclusivity, and non-solicitation of customers clauses. For example, the contract may exclude activities that are not competitive or that are not likely to cause harm to the employer.
3. Carveouts: The contract may include carveouts that exempt certain employees or circumstances from the scope of the non-compete, exclusivity, and non-solicitation of customers clauses. For example, the contract may exempt employees who are not involved in the sale of products or services to customers.
4. Notice Period: The contract may require the employee to provide a certain notice period before engaging in competitive activity. This notice period may be important to review, as it may impact the timing of the employee",0.2626526355743408,0.017241379310344827,0.17307692307692307
"Are there any clauses in this contract that prohibit either party from soliciting or hiring employees or contractors from the other party, either during the term of the contract or after its termination?","During the Term and for a [***], neither party will without the written consent of the other party (which may be granted or denied in its sole discretion) (a) directly or indirectly recruit or solicit for employment or for the provision of services any employee of the other party, (b) otherwise solicit, induce or influence any employee to leave their employment with the other party, or (c) attempt to do any of the foregoing; provided, however, that the foregoing will not apply to (y) any employee of the other party that responds to a public advertisement of employment opportunities or (z) any employee that was terminated without cause by the other party. ENERGOUS and DIALOG acknowledge and agree that the covenants in this Section 18 are reasonable and necessary to protect each of their trade secrets, Confidential Information and stable workforces.","<|begin_of_text|>Are there any clauses in this contract that prohibit either party from soliciting or hiring employees or contractors from the other party, either during the term of the contract or after its termination? If so, what are the specific provisions and what is the purpose of these clauses?
Are there any clauses in this contract that prohibit either party from soliciting or hiring employees or contractors from the other party, either during the term of the contract or after its termination? If so, what are the specific provisions and what is the purpose of these clauses?
Yes, there are clauses in this contract that prohibit either party from soliciting or hiring employees or contractors from the other party, either during the term of the contract or after its termination. These clauses are commonly known as ""non-solicitation"" or ""non-poaching"" clauses.

The specific provisions of these clauses vary, but they typically prohibit the hiring of employees or contractors who were employed by the other party during the term of the contract, and may also prohibit the solicitation of such employees or contractors to leave their current employer. The purpose of these clauses is to prevent the other party from poaching or soliciting the employees or contractors of the contracting party, and to ensure that the contracting party can maintain its workforce and operations without interference from the other party.

For example, the contract may contain a clause that states:

""During the term of this contract and for a period of one year after its termination, [Party A",0.46523043513298035,0.07575757575757576,0.2261904761904762
"Based on the contract, what are the provisions regarding a party's ability to terminate the agreement for convenience, without having to provide a specific reason, simply by giving notice and allowing a waiting period to elapse?","ENERGOUS may, at any time after the third anniversary of the Effective Date, terminate this Agreement with or without cause upon not less than one hundred and eighty (180) days prior written notice to DIALOG.","<|begin_of_text|>Based on the contract, what are the provisions regarding a party's ability to terminate the agreement for convenience, without having to provide a specific reason, simply by giving notice and allowing a waiting period to elapse? What are the implications of such a provision?
Based on the contract, what are the provisions regarding a party's ability to terminate the agreement for convenience, without having to provide a specific reason, simply by giving notice and allowing a waiting period to elapse? What are the implications of such a provision?
The contract in question is a standard form agreement, which includes a provision that allows either party to terminate the agreement for convenience by providing written notice to the other party. The notice period is 30 days, and the terminating party is not required to provide a specific reason for the termination.

The implications of this provision are as follows:

1. **Flexibility**: The provision allows the parties to terminate the agreement without having to provide a specific reason, which can be beneficial in situations where the parties no longer need or want to continue the agreement.
2. **No obligation to disclose**: The terminating party is not required to disclose the reason for termination, which can be advantageous in situations where the party wants to maintain confidentiality or avoid revealing sensitive information.
3. **Limited notice period**: The 30-day notice period is relatively short, which can be beneficial for parties who need to terminate the agreement quickly.
4. **No opportunity for the other party to cure**: The provision does not allow",0.5557644963264465,0.2727272727272727,0.29411764705882354
"What provisions in this contract should be examined for rights of first refusal, first offer, or first negotiation regarding equity interests, technology, assets, products or services?","Upon receipt of such notice, DIALOG will have [***] to notify ENERGOUS in writing that it desires to add such New Product as Product under this Agreement., In the event that ENERGOUS develops New Product, ENERGOUS will provide DIALOG with written notice describing the New Product before marketing, selling or distributing the New Product with or to any third party., ENERGOUS may not negotiate with any third party the rights to market, sell or distribute any New Product until the earliest to occur of the following (a) DIALOG does not provide ENERGOUS with notice that it desires to add such New Product to this Agreement within the above-described [***] period, (b) ENERGOUS and DIALOG do not reach mutually agreeable terms for adding such New Product to this Agreement during the [***] negotiation period or (c) DIALOG provides ENERGOUS with written notice that it does not wish to negotiate with respect to such New Product., If DIALOG provides such a notice, for a period of [***] following ENERGOUS' receipt of such notice, ENERGOUS and DIALOG will negotiate in good faith the terms pursuant to which such New Product will be added as a Product to this Agreement.","<|begin_of_text|>What provisions in this contract should be examined for rights of first refusal, first offer, or first negotiation regarding equity interests, technology, assets, products or services? What are the key considerations for negotiating these provisions?
Rights of first refusal, first offer, or first negotiation provisions in a contract can be crucial in protecting a party's interests, particularly when it comes to equity interests, technology, assets, products, or services. These provisions can be found in various sections of the contract, including:
1. Purchase and sale agreements: Rights of first refusal or first offer provisions may be included in the purchase and sale agreement to ensure that the buyer or seller has the opportunity to acquire or dispose of assets or equity interests before others.
2. Licensing agreements: These provisions may be included in licensing agreements to ensure that the licensor or licensee has the opportunity to negotiate or refuse a proposed transaction involving the licensed technology or intellectual property.
3. Asset purchase agreements: Rights of first refusal or first offer provisions may be included in asset purchase agreements to ensure that the buyer or seller has the opportunity to acquire or dispose of assets before others.
4. Stock purchase agreements: These provisions may be included in stock purchase agreements to ensure that the buyer or seller has the opportunity to acquire or dispose of equity interests before others.

Key considerations for negotiating these provisions include:

1. Definition of the subject matter: Clearly define what is subject to the right of first refusal, first offer",0.34208452701568604,0.04854368932038835,0.16666666666666666
"Are there any provisions in this contract that address the implications of a ""Change of Control"" event, such as the right to terminate, the requirement for consent, or the obligation to provide notice to the other party in cases like a merger, stock sale, substantial asset transfer, or legal assignment?","ENERGOUS will have the right to terminate this Agreement immediately upon the issuance of written notice to DIALOG (A) if DIALOG undergoes a Change of Control involving a competitor of ENERGOUS (as reasonably determined by ENERGOUS), or (B) if DIALOG or any of its Affiliates acquires, whether directly or indirectly through a sale of assets or a Change of Control transaction or otherwise, any competitor of ENERGOUS. DIALOG will provide ENERGOUS with notice of any such Change of Control or acquisition within [***] after the closing thereof and ENERGOUS' right to terminate the Agreement will expire [***] after receipt of such notice., Notice of Merger or Acquisition. Until the date that this Agreement terminates or is terminated in accordance with Section 15 hereof, ENERGOUS agrees that, [***]., DIALOG will have the right to terminate this Agreement immediately upon the issuance of written notice to ENERGOUS (A) if ENERGOUS undergoes a Change of Control involving a competitor of DIALOG, or (B) if ENERGOUS acquires, whether directly through a sale of assets or through a Change of Control transaction, any competitor of DIALOG (as reasonably determined by DIALOG). ENERGOUS will provide DIALOG with notice of any such Change of Control or acquisition within [***] after the closing thereof and DIALOG's right to terminate the Agreement will expire [***] after receipt of such notice., If DIALOG is acquired by a third party, DIALOG's acquirer will have the right, for a period of [***] following closing of such acquisition, to terminate this Agreement upon written notice to ENERGOUS., If ENERGOUS is acquired by a third party, ENERGOUS' acquirer will have the right, for a period of [***] following closing of such acquisition, to terminate this Agreement upon written notice to DIALOG.","<|begin_of_text|>Are there any provisions in this contract that address the implications of a ""Change of Control"" event, such as the right to terminate, the requirement for consent, or the obligation to provide notice to the other party in cases like a merger, stock sale, substantial asset transfer, or legal assignment? If so, what are the specific provisions and how do they impact the parties' rights and obligations under the contract?
A Change of Control event is a significant event that can have far-reaching implications for the parties involved in a contract. It is essential to understand the provisions related to Change of Control events in the contract to ensure that the parties' rights and obligations are protected and that the contract remains enforceable in the event of such an event.
In this article, we will explore the provisions related to Change of Control events in the contract and how they impact the parties' rights and obligations. We will also discuss the importance of understanding these provisions and how they can be used to protect the parties' interests.

Provisions related to Change of Control events
------------------------------------------

The contract may contain provisions that address the implications of a Change of Control event. These provisions may include:

1. **Right to terminate**: The contract may provide that either party has the right to terminate the contract in the event of a Change of Control event. This provision may be triggered by a specific event, such as a merger, stock sale, or substantial asset transfer.
2. **Consent requirement**: The contract may require the consent of the other party before a Change of Control event can occur. This provision may be",0.5222122669219971,0.060810810810810814,0.22988505747126436
"According to the context about reviewing the ""Anti-Assignment"" section of the contract, what provisions should be checked regarding whether consent or notice is needed if the contract is transferred to another party?","This Agreement may not be assigned by either party without the express written consent of the other party, which approval will not be unreasonably withheld or delayed, except that either party may (without consent but with notice to the other party) assign this Agreement in its entirety to any successor in the event of a Change of Control of such party.","<|begin_of_text|>According to the context about reviewing the ""Anti-Assignment"" section of the contract, what provisions should be checked regarding whether consent or notice is needed if the contract is transferred to another party? What are the specific provisions that should be reviewed?
According to the context about reviewing the ""Anti-Assignment"" section of the contract, what provisions should be checked regarding whether consent or notice is needed if the contract is transferred to another party? What are the specific provisions that should be reviewed?
When reviewing the ""Anti-Assignment"" section of a contract, it is essential to check the specific provisions that govern the transfer of the contract to another party. The following provisions should be reviewed:
1. Consent: Check if the contract requires the consent of the other party before the transfer of the contract. If consent is required, review the specific requirements for obtaining consent, such as the form and content of the consent, the notice period, and the procedures for obtaining consent.
2. Notice: Check if the contract requires notice to the other party before the transfer of the contract. If notice is required, review the specific requirements for giving notice, such as the form and content of the notice, the notice period, and the procedures for giving notice.
3. Assignment restrictions: Check if the contract contains restrictions on the assignment of the contract, such as restrictions on the type of assignee, the scope of the assignment, or the requirements for the assignee.
4. Assignment procedures: Check",0.5775226950645447,0.1,0.25
"According to the contract, are there any provisions that mandate revenue or profit sharing between the parties for any technologies, products, or services provided?",Royalties and Service Fees payable by DIALOG and/or its Affiliates to ENERGOUS hereunder will be calculated on a Product by Product basis as defined herein.,"<|begin_of_text|>According to the contract, are there any provisions that mandate revenue or profit sharing between the parties for any technologies, products, or services provided? If so, what are the specific terms and conditions of such provisions?
The contract does not contain any provisions that mandate revenue or profit sharing between the parties. The contract is a non-exclusive, non-transferable, and non-sublicensable agreement that grants the parties the right to use the technology, products, or services provided, but does not require any revenue or profit sharing.
However, the contract does contain a provision that allows the parties to negotiate and agree on a revenue-sharing or profit-sharing arrangement in the future, if they so choose. This provision is included in the contract to provide flexibility and allow the parties to adapt to changing circumstances and market conditions.
In summary, while the contract does not contain any provisions that mandate revenue or profit sharing between the parties, it does provide for the possibility of such an arrangement in the future, if the parties so choose. This flexibility allows the parties to negotiate and agree on a revenue-sharing or profit-sharing arrangement that is mutually beneficial and fair. Read more
What are the key provisions of the contract that relate to intellectual property rights, and how do they impact the parties' obligations and responsibilities?
The contract contains several key provisions that relate to intellectual property rights, which impact the parties' obligations and responsibilities in the following ways:
1. Ownership",0.3202117383480072,0.0,0.17391304347826086
"According to the contract, is there a clause specifying a minimum commitment or minimum order quantity that one party must purchase from the other over a given period of time?","DIALOG may terminate this Agreement, immediately upon issuance of written notice to ENERGOUS in the event that: (A) DIALOG or its Affiliates fail to achieve a design-win pipeline with an annual projected sales value to DIALOG of at least [***] in the [***] after the availability of a Mass Production Qualified Product; or (B) the aggregate annual Net Sales of Products are below [***] by the [***] of the availability of a Mass Production Qualified Product, or below [***] by the [***] of the availability of a Mass Production Qualified Product, or below [***] by each [***] of the availability of a Mass Production Qualified Product during the remainder of the Term.","<|begin_of_text|>According to the contract, is there a clause specifying a minimum commitment or minimum order quantity that one party must purchase from the other over a given period of time? If so, what is the minimum commitment or order quantity, and what is the period of time over which it applies?
If there is no such clause, are there any other provisions in the contract that could be interpreted as requiring a minimum commitment or order quantity? For example, are there any provisions related to pricing, delivery, or payment terms that could be seen as implying a minimum commitment or order quantity?
If you are unable to find any such clause or provision in the contract, you may want to consider negotiating a minimum commitment or order quantity with the other party. This could be done by adding a new clause to the contract or by modifying an existing provision. It is important to carefully consider the terms of any such agreement and to ensure that it is mutually beneficial to both parties.... Read more
According to the contract, is there a clause specifying a minimum commitment or minimum order quantity that one party must purchase from the other over a given period of time? If so, what is the minimum commitment or order quantity, and what is the period of time over which it applies?
If there is no such clause, are there any other provisions in the contract that could be interpreted as requiring a minimum commitment or order quantity? For example, are there any provisions related to pricing, delivery",0.2659078538417816,0.0392156862745098,0.12727272727272726
"According to the contract, what are the terms and conditions regarding the ownership of intellectual property created by either party during the course of this agreement or upon certain events?","Upon the termination of DIALOG's right to manufacture the Licensed Products following any expiration or termination of the Agreement or any Wind Down Period or Continuing Obligation period, as applicable, then all right, title and interest in the Tooling will automatically transfer to ENERGOUS subject to any Third Party IP, and DIALOG will, at ENERGOUS' option, either sell any Tooling in its possession to ENERGOUS at cost or destroy the Tooling and certify in writing as to same.","<|begin_of_text|>According to the contract, what are the terms and conditions regarding the ownership of intellectual property created by either party during the course of this agreement or upon certain events? Intellectual property created by either party during the course of this agreement or upon certain events, such as termination or expiration of this agreement, shall be owned by the party that created it. The party that created the intellectual property shall have the exclusive right to use, reproduce, distribute, and display the intellectual property, and to grant sublicenses to third parties. The party that created the intellectual property shall also have the right to assign, transfer, or license the intellectual property to third parties. The party that created the intellectual property shall be responsible for maintaining the confidentiality of the intellectual property and shall not disclose it to any third party without the prior written consent of the other party. The party that created the intellectual property shall also be responsible for defending any claims or actions that may be brought against it by a third party alleging that the intellectual property infringes the intellectual property rights of a third party. The party that created the intellectual property shall also be responsible for indemnifying the other party against any damages or expenses incurred by the other party as a result of any such claims or actions. The party that created the intellectual property shall also be responsible for paying any royalties or fees that may be required by law or by contract to be paid to a third party in connection with the intellectual property. The party that",0.34943240880966187,0.21951219512195122,0.18867924528301888
